id,desc,createTime,video_id,video_duration,video_playAddr,video_downloadAddr,author_id,author_uniqueId,author_nickname,author_avatarLarger,author_signature,author_verified,author_isADVirtual,music_id,music_title,music_playUrl,music_authorName,music_duration,music_album,stats_diggCount,stats_shareCount,stats_commentCount,stats_playCount,officalItem,authorStats_followingCount,authorStats_followerCount,authorStats_heartCount,authorStats_videoCount,authorStats_diggCount,authorStats_heart,duetEnabled,stitchEnabled,isAd,duetDisplay,stitchDisplay,effectStickers
6743171652563111174,#dolfin #morocco #maroc #agadir,1570017001,6743171652563111174,12,https://v16-webapp.tiktok.com/d868b71bbb701eadbdc5c13ea6b13401/61d46dae/video/tos/useast2a/tos-useast2a-ve-0068/41449afbf62b436f99984fa76b8ea25c/?a=1988&br=4532&bt=2266&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzQ5d3JwdnI7cDMzNjczM0ApZWRlN2lpZDtkN2dpZTs6OWdyczYtbmpjcV5fLS1gMTZzczY1NjRiNl5fL2ItLWBeMzQ6Yw%3D%3D&vl=&vr=,https://v16-webapp.tiktok.com/d868b71bbb701eadbdc5c13ea6b13401/61d46dae/video/tos/useast2a/tos-useast2a-ve-0068/41449afbf62b436f99984fa76b8ea25c/?a=1988&br=4532&bt=2266&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzQ5d3JwdnI7cDMzNjczM0ApZWRlN2lpZDtkN2dpZTs6OWdyczYtbmpjcV5fLS1gMTZzczY1NjRiNl5fL2ItLWBeMzQ6Yw%3D%3D&vl=&vr=,6742844811446027269,brahimecharqy,Brahim Echarqy,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1646202687902725~c5_1080x1080.jpeg?x-expires=1641373200&x-signature=j%2BuZcEO63d5aEnaBu2xQURobRwY%3D,"Travel photographer
Contact: contact@brahimecharqy.com",False,False,6699940113960405766,Lalala,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/9ec14586614e4196ac6fb5c26bad7f52,Y2K & bbno$,30,Lalala,3500000,66600,10400,64600000,False,91,399400,3600000,62,7508,3600000,True,True,False,0,0,
7035235248015199494,Sembra #delicious my #chicken #khalidelmahi #😋 #italia #maroc,1638018352,7035235248015199494,39,https://v16-webapp.tiktok.com/ad4b3c58d018a5cdf1e511459b3d1bca/61d46dc9/video/tos/useast2a/tos-useast2a-ve-0068c003/91e5e53c208e4027985b7a34626570d9/?a=1988&br=4318&bt=2159&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3kzazs6Zm41OTMzNzczM0ApODo4O2RoZjw2Nzo5ODY1Z2dlZGRfcjRfbWVgLS1kMTZzc2NhLi0yYF8wMjQ1YzZeYy06Yw%3D%3D&vl=&vr=,https://v16-webapp.tiktok.com/ad4b3c58d018a5cdf1e511459b3d1bca/61d46dc9/video/tos/useast2a/tos-useast2a-ve-0068c003/91e5e53c208e4027985b7a34626570d9/?a=1988&br=4318&bt=2159&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3kzazs6Zm41OTMzNzczM0ApODo4O2RoZjw2Nzo5ODY1Z2dlZGRfcjRfbWVgLS1kMTZzc2NhLi0yYF8wMjQ1YzZeYy06Yw%3D%3D&vl=&vr=,6812963291129562118,gzfoodqood,Foodqood by Giallozafferano,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3923b3b49aecb0182cd8d53a648fab50~c5_1080x1080.jpeg?x-expires=1641373200&x-signature=1aTrU1vXUUAis6Ma%2BYXzWc%2FSPCk%3D,Easy and quick recipes by @giallozafferano & foodqood,False,False,6739504873710028802,Zorba's Dance (Sirtaki),https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/558e827a89694ac2811a8e3c33eaed38,Aroma,60,Zorba's Dance (Sirtaki),3500000,87100,19600,43600000,False,56,13200000,225000000,682,1080,225000000,True,True,False,0,0,
6872034422649081090,🍊😡 #clementine #pour #pourtoi #fyp #foryou #quebec #maroc #france #belgique #suisse #afrique #maghreb,1600020201,6872034422649081090,44,https://v16-webapp.tiktok.com/dfabb9f54be3f5c9a2fa1217b0446ddd/61d46dce/video/tos/alisg/tos-alisg-pve-0037/73d8c44b4235456c9d86daa9f563e4b3/?a=1988&br=1996&bt=998&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3V1cHk5b284dzMzOzczM0ApZWc7NDYzNmQ2NztpNGY1aGcvYDVeaS9zcWNfLS0wMTRzczU2MjAyMDBiLmMtLjE1XjE6Yw%3D%3D&vl=&vr=,https://v16-webapp.tiktok.com/dfabb9f54be3f5c9a2fa1217b0446ddd/61d46dce/video/tos/alisg/tos-alisg-pve-0037/73d8c44b4235456c9d86daa9f563e4b3/?a=1988&br=1996&bt=998&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3V1cHk5b284dzMzOzczM0ApZWc7NDYzNmQ2NztpNGY1aGcvYDVeaS9zcWNfLS0wMTRzczU2MjAyMDBiLmMtLjE1XjE6Yw%3D%3D&vl=&vr=,6783642896211575814,rachidbadouriofficiel,Rachid Badouri,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1663646967275525~c5_1080x1080.jpeg?x-expires=1641373200&x-signature=05WrzPJH20mmYC5Zqwnq0YkcMX4%3D,"⬆️⬆️⬆️⬆️⬆️⬆️⬆️
SUIS-MOI SUR INSTAGRAM
➖
POUR VOIR MON SPECTACLE
⬇️⬇️⬇️⬇️⬇️⬇️⬇️",True,False,6872034426566609666,original sound,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6872034374892800769.mp3,Rachid Badouri,44,,1200000,107800,14800,11200000,False,285,2000000,20400000,206,334,20400000,True,True,False,0,0,"[{'name': 'Orange Face', 'ID': '201842'}]"
7018300816540880130,#حركت_الكسبلور_وفولو_ #marocco🇲🇦tiktok #agadir #marrakech #france #france #rabat #maroc,1634075499,7018300816540880130,34,https://v16-webapp.tiktok.com/9ac01db206807885cb2c98dc01a216ff/61d46dc4/video/tos/alisg/tos-alisg-pve-0037c001/c522cdbf093a4c648568e16bb5ae2997/?a=1988&br=2864&bt=1432&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anFkeWk6ZjkzODMzODczNEApOTo4ZjY1NTs5N2U7N2Y0NWc2ZTVmcjRfM2dgLS1kMS1zc2MuMWEwMl5gXjAvLjMvMjA6Yw%3D%3D&vl=&vr=,https://v16-webapp.tiktok.com/9ac01db206807885cb2c98dc01a216ff/61d46dc4/video/tos/alisg/tos-alisg-pve-0037c001/c522cdbf093a4c648568e16bb5ae2997/?a=1988&br=2864&bt=1432&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anFkeWk6ZjkzODMzODczNEApOTo4ZjY1NTs5N2U7N2Y0NWc2ZTVmcjRfM2dgLS1kMS1zc2MuMWEwMl5gXjAvLjMvMjA6Yw%3D%3D&vl=&vr=,6827605819237368837,karim.douiri12,Mol j’aime zar9a 💙💪🏽,https://p77-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/94bbb1d36fea7bc6abb9edfeeb87b0f0.jpeg?x-expires=1641373200&x-signature=9oxAYfy8cJyOQwrRIMWFjtouKU0%3D,إنشاء الله ✅ 1M💙,False,False,6815355744783697922,Astronomia,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/319ed3fabe34490ba97ee964e8e07870,Chiky Dee Jay,60,Astronomia,1100000,33000,18900,26500000,False,108,471700,2600000,67,807,2600000,False,False,False,0,0,
6987050532837821702,#foryoupage #foryou #france #quebec #maroc #belgique #pour #pourtoi #fyp #papa #algerie #tunisie,1626799476,6987050532837821702,58,https://v16-webapp.tiktok.com/7666e865fcdcec2bac044339dc42234a/61d46ddc/video/tos/useast2a/tos-useast2a-pve-0068/c2bcc711edca452e9ea0febce528fbc1/?a=1988&br=780&bt=390&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anN3OTk6Zm9pNjMzNzczM0ApOmU1OWRlPDs4NztkODo0NWdxYzBwcjQwam9gLS1kMTZzcy0vXjQ0M19iMDMuNjU2XjI6Yw%3D%3D&vl=&vr=,https://v16-webapp.tiktok.com/7666e865fcdcec2bac044339dc42234a/61d46ddc/video/tos/useast2a/tos-useast2a-pve-0068/c2bcc711edca452e9ea0febce528fbc1/?a=1988&br=780&bt=390&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anN3OTk6Zm9pNjMzNzczM0ApOmU1OWRlPDs4NztkODo0NWdxYzBwcjQwam9gLS1kMTZzcy0vXjQ0M19iMDMuNjU2XjI6Yw%3D%3D&vl=&vr=,6783642896211575814,rachidbadouriofficiel,Rachid Badouri,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1663646967275525~c5_1080x1080.jpeg?x-expires=1641373200&x-signature=05WrzPJH20mmYC5Zqwnq0YkcMX4%3D,"⬆️⬆️⬆️⬆️⬆️⬆️⬆️
SUIS-MOI SUR INSTAGRAM
➖
POUR VOIR MON SPECTACLE
⬇️⬇️⬇️⬇️⬇️⬇️⬇️",True,False,6987050395386415877,original sound,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6987050512847833861.mp3,Rachid Badouri,58,,1000000,27600,8945,8400000,False,285,2000000,20400000,206,334,20400000,False,False,False,0,0,
7025634984274824454,#khalidelmahi #recipe #salmon #italia #maroc,1635783117,7025634984274824454,33,https://v16-webapp.tiktok.com/6caa0b510c550ec0b43ea2d9777f6906/61d46dc3/video/tos/useast2a/tos-useast2a-pve-0068/ea876108793a4e2eafeb837da9e23437/?a=1988&br=4998&bt=2499&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajs1OTw6Zmc0OTMzNzczM0ApOWdnN2c5aTs3N2VlZzhpOGdlcDYvcjRnLy1gLS1kMTZzczI1MjMtLzFfYl9jYWBfNDQ6Yw%3D%3D&vl=&vr=,https://v16-webapp.tiktok.com/6caa0b510c550ec0b43ea2d9777f6906/61d46dc3/video/tos/useast2a/tos-useast2a-pve-0068/ea876108793a4e2eafeb837da9e23437/?a=1988&br=4998&bt=2499&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajs1OTw6Zmc0OTMzNzczM0ApOWdnN2c5aTs3N2VlZzhpOGdlcDYvcjRnLy1gLS1kMTZzczI1MjMtLzFfYl9jYWBfNDQ6Yw%3D%3D&vl=&vr=,6812963291129562118,gzfoodqood,Foodqood by Giallozafferano,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3923b3b49aecb0182cd8d53a648fab50~c5_1080x1080.jpeg?x-expires=1641373200&x-signature=1aTrU1vXUUAis6Ma%2BYXzWc%2FSPCk%3D,Easy and quick recipes by @giallozafferano & foodqood,False,False,7011006288477816834,Pink Soldiers,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/1fbc760c5789464b9df37079a1603038,23,38,Squid Game OST,991100,14900,4349,16100000,False,56,13200000,225000000,682,1080,225000000,True,True,False,0,0,
6962598842558631173,Plus qu’un mari 😄 #couple #maroc #italie #moment #delire,1621106373,6962598842558631173,32,https://v16-webapp.tiktok.com/626d8d46ed224f75d57fa5e4783f0ebb/61d46dc2/video/tos/useast2a/tos-useast2a-pve-0068/75ac072f8949483f95a3347e965e4297/?a=1988&br=3150&bt=1575&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2hwazd4bmc0NTMzNzczM0ApOTg7ODo7ZGU8NzY5ZjpoNmdiNGduYi1scWRgLS1kMTZzc18uYy4uM140Y2I2YF81Li46Yw%3D%3D&vl=&vr=,https://v16-webapp.tiktok.com/626d8d46ed224f75d57fa5e4783f0ebb/61d46dc2/video/tos/useast2a/tos-useast2a-pve-0068/75ac072f8949483f95a3347e965e4297/?a=1988&br=3150&bt=1575&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2hwazd4bmc0NTMzNzczM0ApOTg7ODo7ZGU8NzY5ZjpoNmdiNGduYi1scWRgLS1kMTZzc18uYy4uM140Y2I2YF81Li46Yw%3D%3D&vl=&vr=,6623428475285618693,topolina.giovanni,Topolina&GIO,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/04c40fdb2ebb8ceec351a536ad9eec0c~c5_1080x1080.jpeg?x-expires=1641373200&x-signature=FVrVvz8rgyuZIM4SI2ZN9JtRLmI%3D,OUR HISTORY ✍🏼 IG : topolina.giovanni,False,False,6929460301356141317,iamoliviaponton used my sounddd,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6929460269630507782.mp3,Charli D’amelio,59,,984900,26700,15300,4100000,False,39,320000,6100000,49,7165,6100000,False,False,False,0,0,
6956517548942724357,#quebec #france #maroc #algerie #belgique #haiti #pour #pourtoi #fyp,1619690469,6956517548942724357,58,https://v16-webapp.tiktok.com/36944bd2414bbed9af3f8e0ba76c7654/61d46ddc/video/tos/useast2a/tos-useast2a-ve-0068c002/772f2dbd569244bf8237603a2872c0d2/?a=1988&br=794&bt=397&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=2&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzNxZWc7OnE7NTMzNzczM0ApNDY0aTlpO2RpN2hpNTM8ZmdtaWZeZ2QzNDJgLS1kMTZzczNjY2IzMGAuYS8zMjRgNjA6Yw%3D%3D&vl=&vr=,https://v16-webapp.tiktok.com/36944bd2414bbed9af3f8e0ba76c7654/61d46ddc/video/tos/useast2a/tos-useast2a-ve-0068c002/772f2dbd569244bf8237603a2872c0d2/?a=1988&br=794&bt=397&cd=0%7C0%7C0&ch=0&cr=0&cs=0&dr=0&ds=2&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzNxZWc7OnE7NTMzNzczM0ApNDY0aTlpO2RpN2hpNTM8ZmdtaWZeZ2QzNDJgLS1kMTZzczNjY2IzMGAuYS8zMjRgNjA6Yw%3D%3D&vl=&vr=,6783642896211575814,rachidbadouriofficiel,Rachid Badouri,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1663646967275525~c5_1080x1080.jpeg?x-expires=1641373200&x-signature=05WrzPJH20mmYC5Zqwnq0YkcMX4%3D,"⬆️⬆️⬆️⬆️⬆️⬆️⬆️
SUIS-MOI SUR INSTAGRAM
➖
POUR VOIR MON SPECTACLE
⬇️⬇️⬇️⬇️⬇️⬇️⬇️",True,False,6956517102803094277,original sound,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6956517327924038406.mp3,Rachid Badouri,58,,926800,31300,8213,6200000,False,285,2000000,20400000,206,334,20400000,True,True,False,0,0,
6844146280193658118,#douma_tv #حركة_الاكسبلور #douma #morocoo_tanger #maroc #algérie #tounisia,1593526987,6844146280193658118,9,https://v16-webapp.tiktok.com/9b31312fe49c0d7b3d3956efbeca9cf3/61d46dab/video/tos/useast2a/tos-useast2a-ve-0068c004/ab5f9e7e5c2c4ef9b403167ef03a3bbc/?a=1988&br=2190&bt=1095&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajxzb3RkeDpudTMzZjczM0ApZTw1Mzo7O2Q1NzQ2NDllZ2diam5rZGBvZnFfLS0yMTZzczAvM18xL2AyNWJjLzMuYC06Yw%3D%3D&vl=&vr=,https://v16-webapp.tiktok.com/9b31312fe49c0d7b3d3956efbeca9cf3/61d46dab/video/tos/useast2a/tos-useast2a-ve-0068c004/ab5f9e7e5c2c4ef9b403167ef03a3bbc/?a=1988&br=2190&bt=1095&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajxzb3RkeDpudTMzZjczM0ApZTw1Mzo7O2Q1NzQ2NDllZ2diam5rZGBvZnFfLS0yMTZzczAvM18xL2AyNWJjLzMuYC06Yw%3D%3D&vl=&vr=,6756188857709937669,samide231,samide,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/8400917dfefc009175d3e3ce4d063448~c5_1080x1080.jpeg?x-expires=1641373200&x-signature=mThc58mWM88zXB0AqniWK30Y8mw%3D,Vous pouvez vous abonner à Instagram🥰🥰,False,False,6844146241656376070,son original,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6844146213936237317.mp3,samide,9,,909400,6281,14700,7300000,False,75,41100,1100000,70,6011,1100000,True,True,False,0,0,
7011085853963373830,#caramel IB:@rafael.nistor #foodqood #khalidelmahi #italia #maroc,1632395634,7011085853963373830,21,https://v16-webapp.tiktok.com/12c62e900b6aa9c939e8d74188560c15/61d46db7/video/tos/useast2a/tos-useast2a-ve-0068c002/b32e2c3469da4d95ade54c4d7bfe9d45/?a=1988&br=4564&bt=2282&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajQ3NTw6Zm45ODMzNzczM0ApaTg5Z2k3OTs0NzNnOTRoOmc2aWBrcjRfLjNgLS1kMTZzc2IwLi82YjUvYDJfYWNiNjE6Yw%3D%3D&vl=&vr=,https://v16-webapp.tiktok.com/12c62e900b6aa9c939e8d74188560c15/61d46db7/video/tos/useast2a/tos-useast2a-ve-0068c002/b32e2c3469da4d95ade54c4d7bfe9d45/?a=1988&br=4564&bt=2282&cd=0%7C0%7C1&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=Yu12_FRnkag3-I&l=202201040954100102452430230614BC53&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajQ3NTw6Zm45ODMzNzczM0ApaTg5Z2k3OTs0NzNnOTRoOmc2aWBrcjRfLjNgLS1kMTZzc2IwLi82YjUvYDJfYWNiNjE6Yw%3D%3D&vl=&vr=,6812963291129562118,gzfoodqood,Foodqood by Giallozafferano,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3923b3b49aecb0182cd8d53a648fab50~c5_1080x1080.jpeg?x-expires=1641373200&x-signature=1aTrU1vXUUAis6Ma%2BYXzWc%2FSPCk%3D,Easy and quick recipes by @giallozafferano & foodqood,False,False,7011085509501979398,suono originale,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7011085680331737862.mp3,Foodqood by Giallozafferano,21,,902100,10600,3858,10400000,False,56,13200000,225000000,682,1080,225000000,True,True,False,0,0,
